user_id,date,distance_km,duration_sec,avg_hr
14544270,2015-03-27,10.77,3174,157.132
14544270,2015-03-19,10.8,3206,154.97
14544270,2015-03-18,10.09,2841,169.75
14544270,2015-03-18,6.02,2149,144.0
14544270,2015-03-09,18.67,5557,153.34
14544270,2015-03-07,10.82,3012,167.254
14544270,2015-02-17,10.76,3250,151.838
14544270,2015-01-21,17.26,5889,150.722
14544270,2015-01-18,5.01,1249,181.02
14544270,2014-12-31,10.8,3433,157.094
14544270,2014-12-23,10.64,3270,169.924
14544270,2014-12-18,10.78,3487,172.344
14544270,2014-12-10,10.89,3335,160.822
14544270,2014-12-08,10.8,3537,153.714
14544270,2014-12-03,10.76,3210,170.162
14544270,2014-12-01,12.45,3721,167.89
14544270,2014-11-24,10.73,3530,163.048
14544270,2014-11-22,11.17,3680,169.944
14544270,2014-11-18,10.64,3437,170.078
14544270,2014-11-17,8.73,2797,167.046
14544270,2014-11-14,4.7,1480,164.78
14544270,2014-09-01,10.65,3356,166.436
14544270,2014-08-25,10.92,3353,166.894
14544270,2014-08-23,3.73,1888,112.476
14544270,2014-08-21,10.71,3650,166.926
14544270,2014-07-16,1.93,598,165.02
14544270,2014-07-16,9.77,3143,157.248
14544270,2014-07-09,10.35,3354,132.744
14544270,2014-06-20,10.18,3971,141.464
14544270,2014-06-05,10.38,3630,158.428
14544270,2014-05-19,4.74,1528,155.576
14544270,2014-05-18,10.81,3670,153.218
14544270,2014-05-02,12.54,4491,156.81
14544270,2014-04-28,11.65,3694,157.796
14544270,2014-04-19,2.93,1593,109.472
14544270,2014-04-18,14.96,5118,164.15
14544270,2013-11-12,10.15,2930,178.098
3736342,2015-11-30,9.19,2713,130.964
3736342,2015-11-26,9.17,2693,135.046
3736342,2015-11-25,9.99,2498,154.332
3736342,2015-11-21,15.08,4423,122.394
3736342,2015-11-21,11.99,3032,146.876
3736342,2015-11-19,16.96,4562,137.518
3736342,2015-11-15,23.27,6333,135.44
3736342,2015-11-14,11.01,3118,136.844
3736342,2015-11-11,10.52,2720,141.172
3736342,2015-11-07,16.15,4340,136.848
3736342,2015-11-06,11.03,2904,138.368
3736342,2015-11-04,10.34,2681,139.608
3736342,2015-11-01,20.14,5493,139.888
3736342,2015-10-31,15.13,4184,134.268
3736342,2015-10-28,11.39,3173,130.826
3736342,2015-10-14,10.13,2788,126.538
3736342,2015-10-10,10.09,2991,116.256
3736342,2015-10-03,21.02,4758,168.882
3736342,2015-10-01,16.53,4473,135.334
3736342,2015-09-24,14.33,3644,141.532
3736342,2015-09-19,15.19,3836,137.096
3736342,2015-09-16,10.11,2924,127.794
3736342,2015-09-15,9.99,2918,119.72
3736342,2015-09-13,21.36,4631,165.712
3736342,2015-09-08,10.59,2658,135.418
3736342,2015-09-04,11.84,2627,149.994
3736342,2015-09-02,11.11,2507,153.206
3736342,2015-08-29,9.38,2288,150.796
3736342,2015-08-25,13.95,3237,145.702
3736342,2015-08-23,21.18,5630,132.676
3736342,2015-08-19,10.21,2837,124.848
3736342,2015-08-18,10.91,3071,125.908
3736342,2015-08-16,10.21,2551,137.24
3736342,2015-08-15,13.01,3412,140.898
3736342,2015-08-13,13.09,3405,134.162
3736342,2015-08-11,12.96,3339,132.442
3736342,2015-08-02,21.06,5376,139.252
3736342,2015-07-31,14.1,3997,125.792
3736342,2015-07-30,13.56,3479,138.304
3736342,2015-07-28,16.15,4266,135.994
3736342,2015-07-28,14.36,4028,119.784
3736342,2015-07-24,16.11,4223,141.204
3736342,2015-07-22,17.2,4689,138.53
3736342,2015-07-19,15.29,3955,140.326
3736342,2015-07-16,16.15,4544,129.114
3736342,2015-07-15,16.09,4527,126.456
3736342,2015-07-12,22.25,6068,133.434
3736342,2015-06-13,42.77,10067,161.216
3736342,2015-06-05,10.92,2917,131.896
3736342,2015-06-02,10.22,3056,116.716
3736342,2015-05-29,17.65,4394,144.814
3736342,2015-05-27,16.69,4172,140.338
3736342,2015-05-23,21.34,5762,136.454
3736342,2015-05-21,20.31,5678,127.2
3736342,2015-05-20,20.08,4938,144.704
3736342,2015-05-16,11.99,3443,120.76
3736342,2015-05-14,14.29,3781,130.374
3736342,2015-05-12,9.98,2912,123.642
3736342,2015-05-07,16.59,4833,121.218
3736342,2015-05-03,23.03,5684,146.146
3736342,2015-04-30,14.15,3930,128.946
3736342,2015-04-27,18.05,5100,121.772
3736342,2015-04-26,10.06,2240,159.102
3736342,2015-04-22,12.61,3724,117.178
3736342,2014-12-14,23.09,6088,141.756
3736342,2014-12-12,13.39,3401,142.442
3736342,2014-12-09,10.98,2823,135.868
3736342,2014-12-07,21.68,5617,138.182
3736342,2014-12-04,10.39,2648,141.938
3736342,2014-12-03,17.3,4520,139.928
3736342,2014-11-29,13.18,3438,137.574
3736342,2014-11-27,13.22,3379,141.808
3736342,2014-11-26,13.39,3487,142.494
3736342,2014-11-22,11.97,3090,135.704
3736342,2014-11-21,18.28,4707,144.522
3736342,2014-11-20,12.29,3151,142.752
3736342,2014-11-17,19.13,4994,141.892
3736342,2014-11-13,16.18,4310,144.574
3736342,2014-11-09,14.14,3667,142.98
3736342,2014-11-05,12.68,3302,138.972
3736342,2014-11-02,13.09,3645,131.974
3736342,2014-10-24,10.24,2865,128.07
3736342,2014-10-22,10.55,2685,142.734
3736342,2014-10-18,10.39,2574,150.418
3736342,2014-10-15,10.5,2927,133.258
3736342,2014-10-14,10.19,2877,126.85
3736342,2014-10-11,18.53,4693,152.622
3736342,2014-10-10,10.31,2456,157.016
3736342,2014-09-28,42.89,9890,163.476
3736342,2014-09-22,12.33,3074,142.22
3736342,2014-09-18,10.44,2876,129.786
3736342,2014-09-17,10.41,2618,152.042
3736342,2014-08-31,22.07,5669,141.588
3736342,2014-08-28,11.32,3008,135.036
3736342,2014-08-16,12.98,3108,156.52
3736342,2014-08-14,11.33,3149,124.524
3736342,2014-08-10,14.2,4011,124.474
3736342,2014-08-08,14.98,3927,134.582
3736342,2014-08-05,11.14,2861,135.218
3736342,2014-08-04,20.56,5285,148.702
3736342,2014-08-01,11.01,2872,136.46
3736342,2014-07-30,17.1,4622,135.15
3736342,2014-07-23,10.6,3026,123.41
3736342,2014-07-20,27.18,7360,129.126
3736342,2014-07-18,16.07,4344,125.9
3736342,2014-07-16,12.18,3438,124.91
3736342,2014-07-15,18.15,4981,125.728
3736342,2014-07-14,12.02,3451,123.138
3736342,2014-07-14,15.5,4527,123.902
3736342,2014-07-13,11.37,3365,121.076
3736342,2014-07-11,20.31,5443,141.142
3736342,2014-07-08,14.05,3855,125.774
3736342,2014-06-24,10.99,3066,122.482
3736342,2014-06-21,43.86,12246,138.624
3736342,2014-06-18,10.97,3116,122.738
3736342,2014-06-17,10.4,2650,136.12
3736342,2014-06-15,25.04,6774,130.508
3736342,2014-06-12,10.3,2335,166.858
3736342,2014-06-02,31.03,8041,136.316
3736342,2014-05-31,12.18,3448,124.226
3736342,2014-05-30,12.03,3436,124.536
3736342,2014-05-27,14.29,3933,129.848
3736342,2014-05-20,15.09,3853,140.574
3736342,2014-05-18,10.3,2930,130.512
3736342,2014-05-11,12.22,3548,127.514
3736342,2014-04-28,24.07,6101,147.538
3736342,2014-04-25,18.15,4563,139.514
3736342,2014-04-24,18.3,5029,128.918
8299100,2015-08-23,12.56,4326,177.398
6676926,2014-03-19,2.9,1322,146.472
6676926,2014-03-17,5.06,2264,163.474
6676926,2014-03-03,3.15,1662,127.74
10536623,2015-04-27,7.95,3010,147.14
10536623,2015-04-24,7.52,2914,146.556
10536623,2015-03-30,6.28,2505,147.154
10536623,2015-02-24,6.16,2420,143.936
10536623,2015-01-09,6.24,2436,151.548
10536623,2014-10-19,21.45,6579,172.596
10536623,2014-10-07,10.13,2887,173.454
1413935,2014-08-30,12.15,3602,153.246
9345869,2015-07-08,10.66,4061,137.766
9345869,2015-07-03,10.55,4220,137.166
9345869,2015-07-01,5.42,2205,133.722
9345869,2015-06-08,11.08,4412,125.918
9345869,2015-05-10,10.91,3942,131.974
9345869,2015-03-03,10.28,4059,131.476
9345869,2014-08-24,11.58,4335,127.288
9345869,2014-07-26,8.56,3403,129.618
9345869,2014-06-23,15.99,5831,132.09
9345869,2014-05-30,14.81,5390,129.764
9345869,2014-05-18,22.05,6801,158.378
9345869,2014-05-04,11.54,4411,125.244
9345869,2014-04-28,11.83,4432,125.3
9345869,2014-04-27,11.66,4175,132.434
9345869,2014-03-27,11.44,4246,128.854
9345869,2014-03-22,7.85,2905,132.092
9345869,2014-02-20,10.42,4127,131.406
9345869,2014-02-16,12.23,4757,126.47
9345869,2014-01-30,10.69,4224,125.67
9345869,2014-01-29,8.45,3240,133.45
9345869,2014-01-12,11.44,4541,128.542
9345869,2013-12-23,8.15,3333,127.59
9345869,2013-12-08,6.7,2798,123.144
9345869,2013-12-06,7.26,2757,129.276
9345869,2013-11-15,7.29,2745,129.002
9345869,2013-11-04,8.04,3092,125.342
9345869,2013-10-30,7.14,2878,125.518
9345869,2013-10-20,7.18,2867,125.254
9345869,2013-07-27,4.74,1918,118.478
9345869,2013-07-21,6.7,2700,120.01
9345869,2013-07-06,6.92,2848,120.174
9345869,2013-06-23,10.24,3821,130.474
9345869,2013-06-17,12.81,5086,124.408
9345869,2013-06-10,10.24,4072,130.68
9345869,2013-05-27,8.83,3544,122.046
9345869,2013-05-26,6.89,2787,124.714
9345869,2013-05-08,5.58,2309,122.154
9345869,2013-04-10,6.86,3118,128.7
14039377,2014-09-17,14.06,5434,138.838
14039377,2014-09-03,4.04,1342,124.962
14039377,2014-08-22,3.38,1166,129.828
14039377,2014-08-18,8.24,2771,141.924
14039377,2014-07-04,12.02,4077,132.03
14039377,2014-06-06,15.36,5223,141.09
14039377,2014-05-25,34.22,11901,136.474
14039377,2014-04-26,28.77,10462,133.814
14039377,2014-04-20,28.12,10042,136.092
14039377,2014-04-17,9.04,3108,137.89
14039377,2014-03-13,9.16,2964,138.382
14039377,2013-07-14,15.78,5422,139.402
14039377,2013-07-11,30.34,10565,135.094
14039377,2013-07-05,12.21,3915,144.248
14039377,2013-05-31,15.29,5345,133.51
14039377,2013-04-01,25.35,8104,105.504
14039377,2013-03-29,11.96,3634,147.132
14039377,2013-02-02,30.28,9889,141.982
14039377,2013-01-21,18.68,5806,140.854
14039377,2013-01-07,19.9,6817,139.784
14039377,2013-01-03,10.45,3287,142.502
3268225,2015-11-21,16.54,4933,143.476
3268225,2015-10-23,17.14,5241,141.022
3268225,2015-05-05,9.9,3103,143.534
3268225,2014-05-25,15.4,4414,159.946
3268225,2014-05-20,18.5,5165,158.766
3268225,2013-07-28,14.41,4398,169.464
3268225,2012-09-26,10.25,2744,158.646
3268225,2012-09-19,10.42,2940,163.224
3268225,2011-12-30,10.22,2723,163.322
3268225,2011-12-28,19.3,5967,151.176
3268225,2011-12-24,12.5,3669,151.894
3268225,2011-12-21,13.42,3759,158.476
9889560,2015-09-02,11.34,3454,133.786
9889560,2015-08-29,14.21,4254,132.852
9889560,2014-10-21,17.26,4975,141.144
9889560,2014-05-25,20.57,5886,148.132
9889560,2014-04-28,10.86,3231,139.286
9889560,2014-04-15,21.49,5469,156.676
9889560,2014-04-11,11.04,3167,145.992
1593295,2015-11-04,10.24,3219,168.156
1593295,2015-10-28,11.13,3300,165.65
1593295,2015-10-27,10.29,3215,167.154
1593295,2015-10-20,7.88,2465,160.788
1593295,2015-03-27,8.31,2661,168.474
1593295,2015-03-25,8.78,2760,167.702
1593295,2015-03-20,8.11,2600,171.864
1593295,2015-03-14,10.05,3323,178.802
1593295,2014-10-31,8.96,2571,172.162
1593295,2014-10-28,8.64,2508,185.936
1593295,2014-10-22,6.72,2283,181.32
12555443,2015-07-11,24.03,8627,154.138
12555443,2015-04-13,21.26,7162,163.582
12555443,2014-08-25,9.94,3494,153.76
12555443,2014-07-04,11.91,4435,152.36
12555443,2014-05-25,20.99,6940,159.796
12555443,2014-05-10,15.96,5661,152.646
12555443,2014-03-29,15.85,5948,155.368
3082409,2015-10-02,7.18,2995,129.24
3082409,2015-07-26,6.78,2816,117.902
13702299,2014-04-17,10.01,3357,164.76
14083711,2015-11-09,10.08,3695,166.698
14083711,2015-10-04,7.5,2423,176.856
14083711,2014-09-18,32.16,2795,147.06
14083711,2014-08-23,10.09,3616,162.028
14083711,2014-07-11,9.95,3300,166.498
14083711,2014-02-16,10.36,3468,165.702
9959962,2014-11-11,11.12,3100,170.302
9959962,2014-10-26,21.29,5772,166.052
9959962,2014-10-19,42.46,12520,159.622
9959962,2014-09-24,11.44,3431,161.14
9959962,2014-04-06,15.33,4766,153.99
9959962,2014-04-03,10.81,3516,138.026
1818822,2013-03-24,21.34,7230,172.05
1818822,2012-12-27,10.74,3713,168.256
1818822,2012-08-31,7.47,2563,150.874
1818822,2012-04-18,9.22,3683,151.036
1818822,2011-11-11,10.32,3143,166.474
1818822,2011-11-06,9.19,2910,166.75
1818822,2011-11-01,8.21,2749,168.976
1818822,2011-10-26,8.65,3257,156.232
1818822,2011-09-23,10.1,3245,157.236
1818822,2011-09-18,21.89,6974,171.126
1818822,2011-09-16,8.55,2950,159.364
1818822,2011-09-14,13.15,4560,156.15
1818822,2011-09-11,11.23,3623,167.916
1818822,2011-09-09,11.87,4044,160.528
1818822,2011-09-07,11.12,3747,163.878
1818822,2011-08-19,11.14,3515,162.63
1818822,2011-08-17,15.81,5203,159.456
1818822,2011-08-03,11.32,3722,160.5
1818822,2011-07-22,10.9,4184,146.55
1818822,2011-07-20,19.5,6480,168.138
1818822,2011-06-29,10.09,3370,160.052
1818822,2011-06-07,13.32,4196,166.58
9991401,2014-06-15,21.77,7587,170.344
9991401,2014-06-07,10.35,3306,179.62
1939033,2013-04-28,9.47,3728,156.24
1939033,2013-04-21,8.62,3187,157.232
3276737,2016-01-01,10.09,3089,158.526
3276737,2015-12-28,21.24,6834,157.822
3276737,2015-12-27,9.2,3270,138.346
3276737,2015-12-26,11.21,4203,142.96
3276737,2015-12-25,9.38,2767,161.162
3276737,2015-12-23,10.24,3375,153.762
3276737,2015-12-21,16.52,5973,150.128
3276737,2015-12-19,3.18,1153,133.672
3276737,2015-12-18,9.36,3003,157.62
3276737,2015-12-11,8.53,2677,164.984
3276737,2015-12-08,6.95,2876,141.468
3276737,2015-12-04,9.84,3266,161.356
3276737,2015-11-27,8.29,2468,165.806
3276737,2015-11-24,5.26,1923,138.59
3276737,2015-11-22,6.44,2144,147.826
3276737,2015-11-21,6.0,2114,145.792
3276737,2015-11-13,6.16,2156,147.94
3276737,2015-11-05,5.16,1710,156.148
3276737,2015-10-30,5.02,1492,164.88
3276737,2015-10-09,6.57,2296,144.904
3276737,2015-09-29,5.01,1868,139.848
3276737,2015-09-21,11.57,3886,154.656
3276737,2015-09-12,5.86,1984,140.762
3276737,2015-09-01,3.29,1195,135.996
3276737,2015-08-27,4.82,1417,170.73
3276737,2015-08-23,16.09,4677,163.606
3276737,2015-08-21,4.5,1648,137.37
3276737,2015-08-19,7.8,2600,152.128
3276737,2015-07-31,16.84,6057,153.084
3276737,2015-07-29,10.8,3780,158.502
3276737,2015-07-26,13.05,4901,151.852
3276737,2015-07-24,4.91,1942,133.442
3276737,2015-07-24,8.02,2817,158.402
3276737,2015-06-01,4.87,1607,167.494
3276737,2015-05-06,11.57,3901,159.834
3276737,2015-04-22,13.96,4706,154.512
3276737,2015-04-15,8.63,2941,151.944
3276737,2015-03-28,5.71,1939,137.228
3276737,2015-03-27,7.98,2825,145.676
3276737,2015-03-24,5.52,1863,143.296
3276737,2015-03-23,16.26,5265,145.174
3276737,2015-03-21,10.11,3619,137.716
3276737,2015-03-16,22.96,7628,148.45
3276737,2015-03-15,4.95,1792,137.938
3276737,2015-03-14,8.35,2860,137.066
3276737,2015-03-13,14.27,4160,163.29
3276737,2015-03-05,5.99,2261,133.952
3276737,2015-03-02,19.03,6208,155.748
3276737,2015-02-17,5.59,2101,145.082
3276737,2015-02-09,16.07,5349,150.684
3276737,2015-02-02,19.55,6557,153.682
3276737,2015-01-23,9.75,3766,139.014
3276737,2015-01-23,11.12,3677,152.42
3276737,2015-01-20,8.11,2739,148.808
3276737,2015-01-19,19.86,7178,148.188
3276737,2015-01-16,11.29,3673,160.896
3276737,2015-01-13,9.71,3451,153.376
3276737,2015-01-10,9.76,3523,145.878
3276737,2015-01-09,10.12,3198,165.63
3276737,2015-01-06,3.29,1274,138.714
3276737,2015-01-05,14.76,5365,156.476
3276737,2015-01-03,10.11,3818,148.196
3276737,2015-01-01,4.97,1373,175.09
3276737,2015-01-01,5.04,1387,173.458
3276737,2014-12-29,13.35,5005,140.3
3276737,2014-12-28,9.9,3652,143.722
3276737,2014-12-27,8.82,2815,159.09
3276737,2014-12-22,9.76,3658,143.492
3276737,2014-12-17,4.85,1812,143.04
3276737,2014-12-15,11.38,3896,155.802
3276737,2014-12-04,8.6,3062,160.114
3276737,2014-11-29,6.59,2057,163.592
3276737,2014-11-10,21.08,6842,169.228
3276737,2014-10-20,42.56,14335,156.182
3276737,2014-10-17,4.97,1771,155.166
3276737,2014-10-06,16.21,6208,135.14
3276737,2014-10-03,17.42,5840,152.554
3276737,2014-09-30,3.25,1280,128.592
3276737,2014-05-04,11.44,3703,154.982
3276737,2014-05-03,5.33,2112,127.632
3276737,2014-05-01,10.23,3142,159.332
3276737,2014-03-31,1.61,501,148.956
3276737,2014-03-29,8.57,3223,136.39
3276737,2014-03-24,10.66,3583,152.356
3276737,2014-02-01,11.48,3676,158.986
5164930,2015-09-22,16.55,5115,167.86
5164930,2015-09-11,11.66,3605,168.586
5164930,2015-03-26,12.43,3662,171.416
5164930,2015-03-13,15.6,5431,155.542
5164930,2015-03-07,13.95,4611,161.724
5164930,2015-03-07,14.99,4751,164.144
5164930,2015-03-01,14.03,4667,159.792
3702346,2015-06-18,6.31,1880,151.196
3702346,2015-05-19,16.17,5504,145.198
3702346,2015-05-16,6.16,1715,155.658
3702346,2015-03-28,6.32,2056,142.448
3702346,2015-03-01,11.1,3422,142.522
3702346,2015-02-15,14.66,5384,152.984
336611,2015-12-28,6.78,2372,151.864
2174810,2015-12-19,10.68,4103,164.65
2174810,2015-10-25,10.24,4101,158.496
2174810,2015-10-17,5.91,2447,154.666
2174810,2015-09-30,21.11,8600,157.318
2174810,2015-09-02,9.65,4282,155.684
2174810,2015-08-20,14.73,5526,166.298
2174810,2015-08-06,9.69,3924,158.328
2174810,2015-08-04,6.44,2726,147.986
2174810,2015-07-21,6.46,2755,155.848
2748745,2015-06-20,12.37,3239,158.694
2748745,2015-04-06,11.11,2942,158.248
2748745,2015-03-12,15.42,4634,142.408
56331,2016-01-01,14.33,4638,145.902
56331,2015-09-20,10.5,2753,170.412
56331,2015-09-11,10.48,3601,141.688
56331,2015-09-04,10.24,3452,140.928
56331,2015-08-05,12.75,4012,149.422
56331,2015-06-20,29.95,10146,151.9
56331,2015-06-14,19.59,5284,157.756
56331,2015-05-03,10.1,2497,149.986
56331,2015-05-01,18.76,5769,142.998
56331,2015-04-26,10.27,3050,154.9
56331,2015-03-21,12.3,3661,148.002
56331,2015-03-08,21.11,5532,160.836
56331,2015-02-09,15.51,4505,147.65
56331,2015-01-24,12.45,3920,145.024
56331,2015-01-15,10.1,3114,138.034
56331,2015-01-11,10.1,2357,172.814
56331,2014-12-25,9.77,2718,157.456
56331,2014-07-06,10.91,2805,152.7
56331,2014-06-26,11.07,3398,149.084
56331,2013-06-16,15.5,3981,174.908
56331,2013-05-19,20.96,5548,165.168
56331,2013-04-07,21.39,5633,171.524
56331,2013-03-03,21.54,5856,178.034
56331,2013-02-17,15.1,3779,175.728
56331,2013-02-09,20.41,5971,163.85
56331,2013-01-27,21.5,5645,165.738
56331,2013-01-13,10.24,2481,179.796
56331,2012-12-30,18.4,5192,169.62
56331,2012-12-03,18.17,5054,169.574
56331,2012-11-18,45.05,12379,168.404
56331,2012-10-21,21.58,5428,173.68
56331,2012-09-30,21.06,5634,165.208
56331,2012-05-20,21.21,5672,173.154
56331,2012-04-22,23.13,6315,177.708
56331,2012-04-16,18.28,5127,170.732
56331,2012-03-25,21.09,5687,176.922
56331,2012-02-19,21.41,5667,175.982
56331,2012-01-08,10.22,2511,173.418
56331,2011-12-18,21.39,5494,173.616
1675394,2015-12-23,8.2,3293,121.586
1675394,2015-12-21,17.75,6295,134.594
1675394,2015-12-16,9.11,3311,127.952
1675394,2015-11-14,10.55,3912,131.99
1675394,2015-11-07,10.63,4022,129.156
1675394,2015-11-02,14.24,5469,135.496
1675394,2015-10-21,9.39,3787,124.098
1675394,2015-06-17,6.57,2673,138.104
1675394,2015-06-05,11.54,3988,139.844
1675394,2015-05-27,7.8,2794,145.266
1675394,2015-04-28,8.37,2990,127.76
1675394,2015-04-16,7.71,2882,129.334
1675394,2015-04-13,14.75,5235,136.062
1675394,2015-03-23,12.16,4051,136.572
1675394,2015-03-16,23.72,8246,136.162
1675394,2015-03-13,17.64,5289,153.412
1675394,2015-03-12,9.33,3435,125.582
1675394,2015-02-28,15.2,4533,158.076
1675394,2015-02-22,9.0,3214,137.028
1675394,2015-02-16,10.33,3618,140.626
1675394,2015-02-11,12.79,4546,140.518
1675394,2015-02-06,9.22,3120,137.494
1675394,2015-02-02,20.97,7407,135.902
1675394,2015-01-23,9.21,3378,129.518
1675394,2015-01-18,7.66,2604,138.656
1675394,2015-01-16,7.95,2881,138.274
1675394,2015-01-12,24.66,8349,145.012
1675394,2015-01-10,13.34,4845,140.868
1675394,2015-01-05,19.48,6759,137.808
1675394,2015-01-03,11.28,4057,136.636
1675394,2015-01-02,5.53,2108,144.266
1675394,2014-12-22,15.37,5108,142.112
1675394,2014-12-19,9.19,3284,149.734
1675394,2014-12-17,8.81,3672,111.964
1675394,2014-12-13,11.98,4056,138.796
1675394,2014-12-10,12.44,3738,156.396
1675394,2014-12-07,11.41,4456,130.384
1675394,2014-11-23,9.16,3235,135.474
1675394,2014-10-19,11.67,3842,139.732
1675394,2014-10-18,13.1,4209,138.76
1675394,2014-10-12,13.16,4458,137.008
1675394,2014-10-10,19.84,5925,153.996
1675394,2014-10-04,11.65,4076,133.478
1675394,2014-09-25,11.86,3844,135.688
4057523,2015-12-15,13.31,4487,167.848
4057523,2015-12-14,5.02,1842,164.534
4057523,2015-11-22,6.09,2002,164.804
4057523,2015-11-15,11.35,3816,169.546
4057523,2015-11-12,15.15,5267,163.302
4057523,2015-11-03,15.07,5751,161.226
4057523,2015-10-14,5.56,1949,159.47
4057523,2015-09-27,6.47,2293,163.574
4057523,2015-09-08,7.14,2543,163.112
1676051,2015-12-26,12.17,3601,161.798
1676051,2015-12-24,11.42,3516,149.254
1676051,2015-12-19,12.32,3602,158.072
1676051,2015-12-12,9.18,2703,158.918
1676051,2015-12-05,10.15,3006,146.374
1676051,2015-11-29,8.78,2711,148.408
1676051,2015-11-14,9.22,2827,148.69
1676051,2015-11-02,8.01,2479,157.858
1676051,2015-10-31,7.62,2141,170.392
1676051,2015-09-20,9.41,3505,155.906
1676051,2015-09-03,9.47,2701,153.036
1676051,2015-08-28,6.27,1987,147.512
1676051,2015-08-24,21.58,7231,150.898
1676051,2015-08-16,7.09,2109,155.718
1676051,2015-08-06,6.26,2401,126.21
1676051,2015-08-05,5.99,2100,144.902
1676051,2015-07-27,43.06,14817,138.934
1676051,2015-07-09,11.87,3300,153.426
1676051,2015-07-02,9.3,2701,156.946
1676051,2015-06-09,6.09,1917,135.412
1676051,2015-06-05,16.66,5403,149.428
1676051,2015-05-06,10.17,3032,154.03
1676051,2015-04-17,7.43,2401,145.086
1676051,2015-04-15,7.65,2400,152.734
1676051,2015-04-08,8.16,2375,155.5
1676051,2015-04-04,6.04,1801,160.15
1676051,2015-04-03,8.09,2400,157.408
1676051,2015-04-01,7.65,2401,147.2
1676051,2015-03-06,10.68,3309,151.274
1676051,2015-03-04,9.16,2700,154.11
13619220,2014-12-02,10.8,4505,150.888
13619220,2014-11-23,20.71,7201,165.27
13619220,2014-11-22,5.47,2407,141.162
13619220,2014-11-20,7.45,3100,139.434
13619220,2014-11-18,7.28,2903,149.434
13619220,2014-10-04,2.01,931,133.916
13619220,2014-09-27,18.92,7580,152.1
13619220,2014-09-11,11.04,4347,154.214
13619220,2014-09-06,10.83,4765,146.992
13619220,2014-09-04,7.27,2908,154.86
13619220,2014-08-15,7.26,2822,155.684
13619220,2014-08-13,12.15,5285,138.596
13619220,2014-08-06,7.98,3268,143.138
13619220,2014-07-30,5.02,1994,146.852
13619220,2014-07-17,10.71,4029,155.916
13619220,2014-07-12,15.33,6729,137.77
13619220,2014-07-10,7.76,2956,154.916
13619220,2014-07-04,7.74,3300,146.996
13619220,2014-07-02,14.1,6142,142.524
13619220,2014-06-24,11.22,4303,154.782
13619220,2014-06-21,10.97,4629,140.536
13619220,2014-06-17,11.16,4602,143.816
13619220,2014-06-10,14.31,6050,147.286
13619220,2014-06-04,14.22,6101,144.654
13619220,2014-05-20,7.27,3150,147.318
13619220,2014-05-11,10.09,3858,168.836
13619220,2014-05-04,6.89,2457,171.782
13619220,2014-04-29,7.28,2768,153.834
13619220,2014-04-22,7.93,3612,142.66
13619220,2014-04-19,8.02,3724,144.33
6800874,2015-11-23,15.31,5402,155.206
6800874,2015-09-27,43.03,14344,156.81
6800874,2015-09-22,10.41,3169,166.472
6800874,2015-09-04,10.05,3013,160.358
6800874,2015-08-31,11.21,3483,155.172
6800874,2015-05-31,20.81,7718,137.636
6800874,2015-05-10,5.01,1698,133.484
6800874,2015-05-02,6.63,2240,139.712
6800874,2015-04-24,5.51,1823,141.258
6800874,2015-04-14,10.23,3191,141.614
6800874,2015-04-07,12.21,3663,150.564
6800874,2015-03-29,3.95,1443,145.644
6800874,2015-03-27,7.15,2520,147.928
6800874,2015-03-17,6.0,1843,143.686
6800874,2015-03-15,5.42,1668,151.812
6800874,2015-03-11,6.02,2085,152.382
6800874,2015-03-09,5.02,1886,144.418
6800874,2015-03-07,10.35,3224,146.404
6800874,2015-02-26,5.48,1802,144.618
6800874,2015-02-24,5.1,1688,150.168
6800874,2015-02-15,21.56,7204,155.626
6800874,2014-10-02,4.99,1778,138.88
6800874,2014-07-28,7.34,2824,140.584
10927933,2014-08-26,8.82,3376,144.322
10927933,2014-08-22,9.67,3524,147.75
10927933,2014-03-06,4.94,2259,140.482
10927933,2014-01-04,9.11,2692,165.86
1063624,2015-12-26,10.26,2617,142.646
1063624,2015-12-14,15.27,4718,121.716
1063624,2015-12-09,8.27,2288,128.442
1063624,2015-12-06,38.89,10594,139.732
1063624,2015-12-05,25.18,7316,132.34
1063624,2015-11-28,17.28,5258,132.26
1063624,2015-11-26,14.05,4039,138.346
1063624,2015-11-22,32.54,9701,128.76
1063624,2015-11-21,18.4,5844,128.586
1063624,2015-11-19,19.64,5947,135.39
1063624,2015-11-18,18.38,5168,141.322
1063624,2015-11-14,28.78,8726,126.026
1063624,2015-11-14,15.5,4067,139.82
1063624,2015-11-12,18.18,5764,122.378
1063624,2015-11-09,10.14,2936,130.204
1063624,2015-11-09,4.04,1487,128.304
1063624,2015-11-09,3.3,1129,130.178
1063624,2015-11-07,11.35,3869,127.8
1063624,2015-11-05,14.05,4379,137.286
1063624,2015-11-04,18.32,5748,131.364
1063624,2015-11-03,16.41,5659,127.218
1063624,2015-11-01,28.57,8190,136.746
1063624,2015-10-29,18.52,6002,137.072
1063624,2015-10-28,10.15,3110,137.346
1063624,2015-10-27,22.53,7800,132.58
1063624,2015-10-17,21.28,6432,139.454
1063624,2015-10-11,21.59,6174,142.316
1063624,2015-10-11,15.12,5254,134.622
1063624,2015-10-05,4.26,1532,121.502
1063624,2015-10-04,42.96,9587,170.832
1063624,2015-09-30,17.44,5747,112.108
1063624,2015-09-29,13.47,4677,110.672
1063624,2015-09-24,12.39,4230,121.632
